"Severity","ThreadID","Date","Time","Application","Message"
"ERROR","web-0","10/09/2012","15:38:03","","Missing [;] after expression"
"ERROR","web-0","10/09/2012","15:46:20","","railo.runtime.exp.ExpressionException:Can't cast Complex Object Type Struct to String"
"ERROR","web-0","10/09/2012","15:49:13","","invalid call of the function setParams (/Users/rountrjf/Sites/fpm/WEB-INF/railo/components/org/railo/cfml/Base.cfc), first Argument (params) is of invalid type, can't cast Object type [Struct] to a value of type [Array]"
"ERROR","web-0","10/09/2012","15:49:36","","railo.runtime.exp.ExpressionException:Can't cast Complex Object Type Struct to String"
"ERROR","web-0","10/09/2012","15:49:55","","There is no method with the name setBody"
"ERROR","web-0","10/09/2012","15:52:07","","There is no method with the name setBody"
"ERROR","web-0","10/09/2012","15:52:24","","There is no method with the name setBody"
"ERROR","web-0","10/09/2012","15:52:31","","Unknown error: 500"
"ERROR","web-0","10/09/2012","16:10:14","","attribute type is required but missing"
"ERROR","web-0","10/09/2012","16:17:14","","Component [Result] has no accessible Member with name [STATUS_CODE]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","10/09/2012","16:17:26","","Duplicate package"
"ERROR","web-0","10/09/2012","16:18:57","","java.lang.StackOverflowError"
"ERROR","web-0","10/09/2012","16:19:10","","Duplicate package"
"ERROR","web-0","10/09/2012","16:19:16","","Duplicate package"
"ERROR","web-0","10/09/2012","16:19:52","","variable [ERR] doesn't exist"
"ERROR","web-0","10/09/2012","16:21:07","","Duplicate package"
"ERROR","web-0","10/09/2012","16:24:00","","Syntax Error, Invalid Construct; at position 1 in [<h1>Not Found</h1>]"
"ERROR","web-0","10/09/2012","16:30:19","","key [NAME] doesn't exist in struct (keys:productlevel,productversion,supportedlocales,expiration,rootdir,installkit,serialnumber,appserver,productname)"
"ERROR","web-0","10/09/2012","16:30:56","","au/com/webcode/util/SystemCommand : Unsupported major.minor version 51.0"
"ERROR","web-0","10/09/2012","16:32:12","","java.lang.NullPointerException"
"ERROR","web-0","10/09/2012","16:32:53","","invalid construct"
"ERROR","web-0","10/09/2012","16:33:01","","au/com/webcode/util/SystemCommand : Unsupported major.minor version 51.0"
"ERROR","web-0","10/09/2012","16:33:58","","java.lang.NullPointerException"
"ERROR","web-0","10/09/2012","16:35:35","","Can't cast Complex Object Type Struct to String; Use Build-In-Function ""serialize(Struct):String"" to create a String from Struct"
"ERROR","web-0","10/09/2012","16:36:31","","Can't cast Complex Object Type Struct to String; Use Build-In-Function ""serialize(Struct):String"" to create a String from Struct"
"ERROR","web-0","10/09/2012","16:38:03","","Can't cast Complex Object Type Struct to String; Use Build-In-Function ""serialize(Struct):String"" to create a String from Struct"
"ERROR","web-0","10/09/2012","16:39:22","","invalid call of the function match (/Users/rountrjf/Sites/foundry/core/regexp.cfc), first Argument (text) is of invalid type, can't cast Object type [url] to a value of type [string]"
"ERROR","web-0","10/09/2012","16:40:00","","invalid call of the function match (/Users/rountrjf/Sites/foundry/core/regexp.cfc), first Argument (text) is of invalid type, can't cast Object type [url] to a value of type [string]"
"ERROR","web-0","10/09/2012","16:40:15","","invalid call of the function match (/Users/rountrjf/Sites/foundry/core/regexp.cfc), first Argument (text) is of invalid type, can't cast Object type [url] to a value of type [string]"
"ERROR","web-0","10/09/2012","16:40:26","","invalid call of the function match (/Users/rountrjf/Sites/foundry/core/regexp.cfc), first Argument (text) is of invalid type, can't cast Object type [url] to a value of type [string]"
"ERROR","web-0","10/09/2012","16:41:22","","invalid call of the function match (/Users/rountrjf/Sites/foundry/core/regexp.cfc), first Argument (text) is of invalid type, can't cast Object type [url] to a value of type [string]"
"ERROR","web-0","10/09/2012","16:41:54","","PermGen space"
"ERROR","web-0","10/09/2012","16:42:48","","invalid call of the function match (/Users/rountrjf/Sites/foundry/core/regexp.cfc), first Argument (text) is of invalid type, can't cast Object type [url] to a value of type [string]"
"ERROR","web-0","10/09/2012","16:43:48","","invalid call of the function match (/Users/rountrjf/Sites/foundry/core/regexp.cfc), first Argument (text) is of invalid type, can't cast Object type [url] to a value of type [string]"
"ERROR","web-0","10/09/2012","16:46:14","","Component [core.childprocess] has no accessible Member with name [EXEC]"
"ERROR","web-0","10/09/2012","16:46:55","","No matching function member [EXECUTE] for call with named arguments found, available function members are [append,clear,copy,delete,each,filter,find,findKey,findValue,insert,isEmpty,keyArray,keyExists,keyList,keyTranslate,len,sort,update]"
"ERROR","web-0","10/09/2012","16:47:12","","Missing [;] or [line feed] after expression"
"ERROR","web-0","10/09/2012","16:47:36","","No matching Method/Function for String.getResult() found"
"ERROR","web-0","10/09/2012","16:48:21","","file or directory /Users/rountrjf/Sites/fpm/WEB-INF/cftags/META-INF/taglib.cftld not exist"
"ERROR","web-0","10/09/2012","16:48:42","","file or directory /Users/rountrjf/Sites/fpm/WEB-INF/cftags/META-INF/taglib.cftld not exist"
"ERROR","web-0","10/09/2012","16:53:10","","component [foundry.deps.scriptcfc.execute] has no  function with name [execute]"
"ERROR","web-0","10/09/2012","16:53:38","","Can't cast String [arguments] to a value of type [Struct]; Java type of the object is java.lang.String"
"ERROR","web-0","10/09/2012","16:54:18","","Error invoking external process; fatal: destination path 'SystemCommand' already exists and is not an empty directory.
"
"ERROR","web-0","10/09/2012","16:55:32","","No matching Method/Function for String.getResult() found"
"ERROR","web-0","10/09/2012","16:55:57","","No matching Method/Function for String.getResult() found"
"ERROR","web-0","10/09/2012","16:57:29","","No matching Method/Function for String.getResult() found"
"ERROR","web-0","10/09/2012","16:57:58","","PermGen space"
"ERROR","web-0","10/09/2012","17:00:07","","file or directory /Users/rountrjf/.foundry/systemcommand/foundry.json not exist"
"ERROR","web-0","10/09/2012","17:04:04","","component [lib.core.package] has no  function with name [versions]"
"ERROR","web-0","10/09/2012","17:04:34","","variable [CP] doesn't exist"
"ERROR","web-0","10/09/2012","17:05:23","","Missing [;] after expression"
"ERROR","web-0","10/09/2012","17:08:47","","No matching function member [CMD] found, available function members are [append,clear,copy,delete,each,filter,find,findKey,findValue,insert,isEmpty,keyArray,keyExists,keyList,keyTranslate,len,sort,update]"
"ERROR","web-0","10/09/2012","17:09:02","","variable [CONFIGFILEIO] doesn't exist"
"ERROR","web-0","10/09/2012","17:09:34","","variable [CONFIGCONTENT] doesn't exist"
"ERROR","web-0","10/09/2012","17:12:13","","Can't cast String [0.1.0] to a boolean"
"ERROR","web-0","10/09/2012","17:12:48","","Can't cast String [0.1.0] to a boolean"
"ERROR","web-0","10/09/2012","17:13:54","","Can't cast String [0.1.0] to a boolean"
"ERROR","web-0","10/09/2012","17:14:54","","No matching function member [CALLBACK] found, available function members are [append,clear,copy,delete,each,filter,find,findKey,findValue,insert,isEmpty,keyArray,keyExists,keyList,keyTranslate,len,sort,update]"
"ERROR","web-0","10/09/2012","17:15:28","","PermGen space"
"ERROR","web-0","10/09/2012","17:15:43","","Duplicate package"
"ERROR","web-0","10/09/2012","17:16:58","","variable [ERR] doesn't exist"
"ERROR","web-0","10/09/2012","17:17:32","","variable [ERR] doesn't exist"
"ERROR","web-0","10/09/2012","17:19:04","","variable [OUTPUTMODE] doesn't exist"
"ERROR","web-0","10/09/2012","17:21:47","","PermGen space"
